"","score","text","class"
"5492",4," tapi kamu sudah dapat pahala karena kamu mnjalin silaturahmi","Positive"
"5493",0," silaturahmi online","Neutral"
"5494",-1,"silaturahmi ke sanak saudara mamah rata rata tanya aduh ini anak sudah perawan ya mohon maaf saya dari dulu juga bukan perjaka ","Negative"
"5495",8,"rt kami segenap keluarga besar gerak indonesia diet kantong plastik ucap selamat hari raya idul fitri h mohon maaf l","Positive"
"5496",10," hahaha benar banget paling kalau silaturahmi ke tetangga saja ","Positive"
"5497",0," bisa enggak sih mampir silaturahmi wkwkw","Neutral"
"5498",0,"jokowi silaturahmi dengan wapres via panggil video ","Neutral"
"5499",2,"biasa positif jalin silaturahmi di hari lebaran ","Positive"
"5500",-6,"rt benar bukan enggak mau silaturahmi tapi malas kalo ditanyain hal yang benar enggak perlu tau boleh kok basa basi tapi saja","Negative"
"5501",0,"silaturahmi kelamin yuk gayjogja","Neutral"
"5502",5,"silaturahmi online aman banget pakai internet dari silaturahmitanpabatas aktivitastanpabatas","Positive"
"5503",0,"sudah lebaran ini bisa kali silaturahmi ","Neutral"
"5504",-7,"rt masih enggak erti soal basa basi lebaran yang nanyain pacar mana kok enggak ajak lah kan punya keluarga besar masing ","Negative"
"5505",0,"pernah enggak silaturahmi tapi kamu tidur di ruang tamu orang ","Neutral"
"5506",1," buah kentang buat kebabkebab makan dengan bakmisaya datang ikut menjawabjawabannya tentu silaturahmi","Positive"
"5507",1,"gue sudah ngantuk tapi masih jalan panjang buat silaturahmi ke rumah pakde bude yang rumah jogja kota gue di kp","Positive"
"5508",4," aku malah baru selesai silaturahmi ke sanak saudara asa capek tapi senang soal kan tahun sekal momen kayak begini","Positive"
"5509",7,"kami segenap keluarga besar gerak indonesia diet kantong plastik ucap selamat hari raya idul fitri h mohon maaf lahir dan batinsemoga sobatdkp kembali suci dan berik lancar dalam jalan silaturahmi dengan keluarga kerabat dekat dan orang kasih ","Positive"
"5510",4,"aku tebak sekarang kamu lagi leyeh di kamar untuk siap tidur siang karena capek banget habis keliling silaturahmi ke rumah sanak saudara","Positive"
"5511",12,"selamat raya idulfitri dan nikmat libur lebaran sama orang orang kasih moga silaturahmi lebaran kali ini bisa lepas rindu lebaran yang lalu lalu mari sambut hari raya dengan saling memaafkanmohon maaf lahir batin ","Positive"
"5512",3,"rt ngacung yang tim no gengsi pas ambil jajan di rumah keluarga besar pas silaturahmi ","Positive"
"5513",0," dok kue lebaran campur paracetamol semua ya atau habis silaturahmi dapat amplop isi suntik insulin ","Neutral"
"5514",7,"momen presiden silaturahmi dengan wapres via panggil videomomen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wakil presiden wapres sama ruf amin dan ibu wury sama ruf amin ","Positive"
"5515",0,"rt kita kan enggak tau apa yang mbak nya alamin di keluarga atau mungkin hubung sama keluarga enggak begitu ba","Neutral"
"5516",-7,"ajang maaf maaf malah jadi bahan pamer banding balik sama tuju awal silaturahmi bukan sok savage atau bagai kadang orang orang juga enggak sadar omong enggak jaga harus omong dulu baru minta maaf hehe","Negative"
"5517",3," ngacung yang tim no gengsi pas ambil jajan di rumah keluarga besar pas silaturahmi ","Positive"
"5518",-2,"shalat ied salam sama keluarga ziarah ke makam silaturahmi ke keluarga jauh pulang ke rumah tidur ","Negative"
"5519",0," iya terima kasih dengan ucap yang sama mari silaturahmi ","Neutral"
"5520",0,"rt sila kalau ingin silaturahmi ","Neutral"
"5521",4,"begini cara buat stiker idul fitri di whatsapp indah komunikasi pesan dan tali silaturahmi stikeridulfitri stickers idulfitri h sticker whatsapp wa lebaran idulfitri lebaranganteng idulfitri syawal h mau mei berita","Positive"
"5522",0,"suguh sik paling mbok neng pas silaturahmi lebaran opo me tape ketan sama emping legi featuring asin ","Neutral"
"5523",0," silaturahmi shopeeid","Neutral"
"5524",0,"ingat jangan lupa silaturahmi juga sama atas biar urus kerja dan promosi jalan lancar ","Neutral"
"5525",-4,"sholat ied silaturahmi makan brutal saat tidur siang","Negative"
"5526",-4,"tips hindar cakap ganggu saat silaturahmilebaran ","Negative"
"5527",0," silaturahmi ","Neutral"
"5528",-4," jangan lupa ya sedekahin memek ke tamu yang silaturahmi ke rumah","Negative"
"5529",3,"rt setelah tuna salat idul fitri atau salat id h menhanprabowo subiantoakan laku silaturahmi dengan sejumlah","Positive"
"5530",0,"tidak afdol jika ketupat dan baso tidak silaturahmi hari ini ","Neutral"
"5531",0," mohon maaf lahir batin abang lama enggak silaturahmi hehe","Neutral"
"5532",0," sholat ied halal bihalal silaturahmi makan makan rasa hampa","Neutral"
"5533",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5534",0,"waktu silaturahmi beberapa kerabat ada yang begitu baik tak tanya kapan lulus nikah mereka hanya mendo akan supaya lekas lulus kerja dapat jodoh sedang bagi dari kerabat yang tak kalah baik lebih pilih beri cing tanpa bertanya ini itu ","Neutral"
"5535",13,"taqabbalallahu minna wa minkum minal aidin wal faidzin maaf dan maaf adalah buat yang mulia karena sungguh damai adalah kunci bahagia jaga tali silaturahmi jangan pernah putus hanya karena kesalahpahaman eidmubarak idulfitri h idulfitri ","Positive"
"5536",0,"satu satu teman cowok yang masih jalin silaturahmi ","Neutral"
"5537",0,"isi tl pada silaturahmi kelamin","Neutral"
"5538",5,"rt selamat hari raya idul fitri syawal h mohon maaf lahir dan batinselamat lebaran moga silaturahmi selalu jaga","Positive"
"5539",0,"ini mau silaturahmi ke rumah kakek tapi malah hujan huhu ","Neutral"
"5540",0," sungkem silaturahmi min setelah itu makan banyakkkkkkk banget dan dapat thr deh shopeeid","Neutral"
"5541",4," indah silaturahmi bp mi sikatsindikat","Positive"
"5542",0," kayang rumah orang pas silaturahmi habis itu dift kasih lihat gue","Neutral"
"5543",0,"lebaran pertama ini bagaimana sudah silaturahmi mana saja mental nya masih aman kan enggak di lontarin tanya macam macam sama keluarga nya cie","Neutral"
"5544",0," lu enggak punya keluarga mus bukan silaturahmi sama keluarga malah kelayaban saja lu","Neutral"
"5545",0," silaturahmi kapan","Neutral"
"5546",4,"ingat silaturahmi buat baik bukan balik ","Positive"
"5547",8,"keluarga besar nas kelautan dan ikan provinsi ntb ucap selamat hari raya idul fitri syawal h mohon maaf lahir dan batin mari jadi momentum hari raya idul fitri untuk saling maaf dan erat silaturahmi antar sama idulfitri ntbgemilang ","Positive"
"5548",0," silaturahmi shopeeid","Neutral"
"5549",0," sedang silaturahmi ke keluargakalo kamu lagi ngapainn","Neutral"
"5550",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5551",-4,"tanya menggaggu saat silaturahmi bikin mood rusak simak tips hindar moms kumparanmom ","Negative"
"5552",0," silaturahmi ","Neutral"
"5553",1," silaturahmi mohon maaf lahir batin min","Positive"
"5554",-8,"orang orang pada kompak banget sih tiap silaturahmi dapat tanya kapan wisuda habis ini mau kerja mana pffft pls aku sendiri saja masih enggak tau mau apa anjing","Negative"
"5555",0," maksud silaturahmi min aku lagi sdih jadi egk fokus ","Neutral"
"5556",-2,"rt dadang minta masyarakat dan jajar agar tak datang rumah nas lama masa lebaran dia yang akan unjung","Negative"
"5557",0," silaturahmi shoopeidkasih aku thr dong admin","Neutral"
"5558",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5559",-2,"silaturahmi jadi ajang untuk apa cuma","Negative"
"5560",0," jaga silaturahmi mohonmaaflahirdanbatin partaihanuramohonmaaflahirbathin","Neutral"
"5561",1," silaturahmi dong miminoh iya mohon maaf lahir dan batin ya para admin ","Positive"
"5562",2,"makin dewasa idul fitri saat ini bukan cuma media sambung silaturahmi tapi untuk tunjuk eksistensi diri dan siapa yang paling punya harga diri ","Positive"
"5563",0," silaturahmi ","Neutral"
"5564",5,"rt minal aidin wal faizin mohon maaf lahir dan batin selamat hari raya idul fitri syawal h moga silaturahmi kita t","Positive"
"5565",0," silaturahmi shopeeid","Neutral"
"5566",0,"silaturahmi tanpa batas ","Neutral"
"5567",8,"rt selamat hari buruh internasional mari raih menang dengan utama silaturahmi tuju industrial peace har","Positive"
"5568",-2,"dari aku yang masih harus ke toko karena langgan pada wa mau belanja jadi buka toko cuma sampai jam trust baru silaturahmi ","Negative"
"5569",0," silaturahmi ","Neutral"
"5570",0,"silaturahmi ke keluarga ayah aku di tanya sudah nikah apa belum aku jawab belum aku kira lawak astaghfirullah","Neutral"
"5571",0,"sudah selesai kah silaturahmi nya","Neutral"
"5572",16,"selamat hari raya idul fitri dari tim googlecloud di bulan penuh rahmat dan ampun ini mari kita jalin silaturahmi dengan teman kerabat dan keluarga cinta ","Positive"
"5573",10,"moga di hari menang ini jadi diri kembali suci penuh fitrah dalam silaturahmi yang penuh berkah selamat hari raya idul fitri h ","Positive"
"5574",1,"idul fitri hijriah prabowo agenda silaturahmi dengan jokowi dan megawati sindonews puan ok","Positive"
"5575",4,"idul fitri hijriah prabowo agenda silaturahmi dengan jokowi dan megawati sindonews puan peduli","Positive"
"5576",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5577",-5,"pasti advancpestart yang telah bekal baterai mah teman momen silaturahmi idul fitri kapan dan di mana free kuota gb lama bulan untuk tiap beli advancpestart klik link di profil dan dapat produk advanaja internetnyalaterus advan ","Negative"
"5578",11,"silaturahmi ke mana saja bisa makin nyaman dan cepat naik goride gocar nih sahabat berkah apalagi bayar juga bisa makin hemat pakai linkaja syariah karena ada ekstra saldo berkah ribu buat kamu jadi bisa bikin silaturahmi mu makinberkah dan pasti seru deh si kak berlaku ","Positive"
"5579",6,"habis salat ied rasa kurang lengkap kalau enggak silaturahmi atau halalbihalal nah supaya tetap aman dan sehat halalbihalal hati cara cara ikut ini ya sobatkom ingat kalau ada makan bawa pulang saja mudikamansehat halalbihalal lebaran ","Positive"
"5580",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5581",0,"ditanya soal pasang saat silaturahmi lebaran ini jawab andal rossa ","Neutral"
"5582",0,"rt video baruuuuu untuk teman sesi awkward kalian silaturahmi keluarga sikaaaaattt ","Neutral"
"5583",0," ih mau silaturahmi ah","Neutral"
"5584",-4," wajar saja tapi gantung realita e nanti tenan silaturahmi ta enggak toh cerita lama kok ya sek bingung niat e mbek awak ya pastine nang awak bah i kenang lama muncul terus ","Negative"
"5585",0," kucing nya silaturahmi ke tetangga","Neutral"
"5586",5,"deh niat suci buat silaturahmi enggak mau badmood hari ini tapi kenapa ada saja emak yang agresif nyiumin gue iya tau gue cantik tapi kan ","Positive"
"5587",-1," bisa ketemu kembali dengan saudara apalagi yang udha lamaa tasa bisa silaturahmi itu sneneg banget","Negative"
"5588",0,"ganjar pranowo gelar silaturahmi virtual ","Neutral"
"5589",-1," mjb pernah dengar ceramah tentang rasullullah saw naik tangga mimbar dan ucap amin tiap tangga dari salah satu amin itu yang tepat pada tangga ke malaikat jibril doa jangan ampun dosa manusia yang putus tali silaturahmi ","Negative"
"5590",5,"jangan putus silaturahmi karena sepatah kata yang ucap tanpa sengaja atau buat yang tidak rencana selamat hari raya idul fitri h minal aidzin wal fa idzin mohon maaf lahir batin ","Positive"
"5591",0,"lagi istirahat nanti silaturahmi lagi gelombang sekarang scroll timeline cari foto keluarga tapi lo sendiri yang belum punya pasang wkwkwk","Neutral"
"5592",0,"bisa bayang enggak moots misal bangun jam ke atas dia sudah kena spill wajar kan kita emosi ini hari raya bunda harus tau kalau pagi ada sholat ied belum lagi silaturahmi dulu sama orang kitar ","Neutral"
"5593",0,"video baruuuuu untuk teman sesi awkward kalian silaturahmi keluarga sikaaaaattt ","Neutral"
"5594",0,"rt khutbah idul fitri tahun ini tentang sambung silaturahmi baik baik manusia pasti ada buruk buruk buruk manu","Neutral"
"5595",2,"sumpah dari tadi silaturahmi ke rumah tetangga capek banget pas mereka up kayak ","Positive"
"5596",2,"makin dewasa idul fitri saat ini bukan cuma media untuk sambung silaturahmi tapi untuk tunjuk eksistensi diri dan siapa yang paling punya harga diri ","Positive"
"5597",0," lagi silaturahmi","Neutral"
"5598",-3,"jaga lisan silaturahmi bukan saling jatuh","Negative"
"5599",0,"selamat hari raya idul fitri h mari jadikanidul fitrimomentum sambung tali silaturahmi latih peka dan kikis benci di hati mohon maaf lahir batin idulfitri h","Neutral"
"5600",6,"ini tipe juang utbk yang masih ajar di hari raya tanpa korban ibadah dan silaturahmi ","Positive"
"5601",8,"untung gue ikut silaturahmi ke rumah sodara lumayan dapat thr deh tebak sih tanya nya kapan nih nikah sabar oke siapin saja kado jangan takut enggak undang lu tanya mulu gue undang kok tenang saja ","Positive"
"5602",-4,"kalo pikir pikir tadi tuh awal niat silaturahmi tapi kok ujung ujungya tetap gibah pindah tempat pindah topik","Negative"
"5603",-2,"dadang minta masyarakat dan jajar agar tak datang rumah nas lama masa lebaran dia yang akan unjung warga untuk silaturahmi ","Negative"
"5604",4,"alangkah indah keliling silaturahmi pas lebaran bawa mark lee bagai suami","Positive"
"5605",-4,"en lebaran silaturahmi ke rumah mertua eh sampai sekarang belum tau mana alamat ","Negative"
"5606",0,"saat silaturahmi","Neutral"
"5607",0,"sudah enggak mood silaturahmi jalan macet tahi","Neutral"
"5608",6,"ayu ting ting syukur akhir bisa kembali salat id di masjid dan kumpul keluarga besar kumparanhits","Positive"
"5609",4," silaturahmi yang senang qq","Positive"
"5610",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5611",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5612",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5613",0,"bisa bisa gue belum silaturahmi ke tetangga sebelah padahal sekarang sudah silaturahmi ke negara lain ","Neutral"
"5614",2,"keren ya gue ditanya tanya pas lagi silaturahmi jawab engah doang","Positive"
"5615",0,"gue baru kelar silaturahmi ","Neutral"
"5616",4,"mari nikmat berkah lebaran sama triindonesia isi pulsa di store atau digibox bisa nikmat ekstra pulsa untuk silaturahmi loh gaes yuk isi pulsa sekarang di dunia tri kitajadilebih info lanjut duniatrikekuatanku jaringanluasdankuat ","Positive"
"5617",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5618",0,"habis silaturahmi dapat musibah","Neutral"
"5619",0," blomm masih harus silaturahmi ke keluarga bapa","Neutral"
"5620",10,"segenap keluarga besar bnn kota diri ucap selamat idul fitri syawal h mohon maaf lahir dan batin jadi diri kembali suci penuh fitrah dalam silaturahmi yang penuh berkah ","Positive"
"5621",-12,"benar bukan enggak mau silaturahmi tapi malas kalo ditanyain hal yang benar enggak perlu tau boleh kok basa basi tapi jangan nanyain hal privasi kalo pun memang yang besit di otak cuma tanya yang arah privasi yaudah habis tanya dan jawab gaperlu lebar mana ","Negative"
"5622",9,"eid mubarak selamat hari raya kepada teman dan sahabat semua ceria idul fitri h jalin silaturahmi saling maaf maaf taqobbalallahu minna waminkum mohon maaf lahir dan batin ","Positive"
